phase,dataset,model,model_type,preprocessing,accuracy,f1,precision,recall,roc_auc,training_time_seconds,missing_mechanism,missing_rate,device,error
3.4,taiwan_bankruptcy,random_forest,Classical,median,0.9714076246334311,0.9637984285722457,0.9650034070893173,0.9714076246334311,0.9443095730027549,0.268296480178833,MNAR,5,cpu,
3.4,taiwan_bankruptcy,logistic_regression,Classical,knn,0.9611436950146628,0.9544369165170347,0.9495764005888186,0.9611436950146628,0.8545454545454545,0.024207115173339844,MNAR,5,cpu,
3.4,taiwan_bankruptcy,random_forest,Classical,knn,0.968475073313783,0.9608986887703438,0.9591206548857378,0.968475073313783,0.9076876721763085,0.2836916446685791,MNAR,5,cpu,
3.4,taiwan_bankruptcy,logistic_regression,Classical,mean,0.9640762463343109,0.9592585696500159,0.9560721771182153,0.9640762463343109,0.8998536501377412,0.02252364158630371,MNAR,10,cpu,
3.4,taiwan_bankruptcy,random_forest,Classical,mean,0.9699413489736071,0.9647530863622344,0.9631164838332229,0.9699413489736071,0.9313102617079889,0.28923773765563965,MNAR,10,cpu,
3.4,taiwan_bankruptcy,logistic_regression,Classical,median,0.9655425219941349,0.960278434716623,0.9572308454995279,0.9655425219941349,0.8991649449035813,0.022454500198364258,MNAR,10,cpu,
3.4,taiwan_bankruptcy,random_forest,Classical,median,0.9728739002932552,0.967007891861217,0.9675221766269552,0.9728739002932552,0.9428719008264463,0.3011038303375244,MNAR,10,cpu,
3.4,taiwan_bankruptcy,logistic_regression,Classical,knn,0.9618768328445748,0.9564138049107589,0.9524955865832131,0.9618768328445748,0.9022813360881543,0.022953510284423828,MNAR,10,cpu,
3.4,taiwan_bankruptcy,random_forest,Classical,knn,0.9714076246334311,0.9652245346645261,0.9649062010032837,0.9714076246334311,0.9394714187327824,0.29366159439086914,MNAR,10,cpu,
3.4,taiwan_bankruptcy,logistic_regression,Classical,mean,0.9633431085043989,0.9599722483014895,0.9574309619383857,0.9633431085043989,0.8994490358126722,0.025829076766967773,MNAR,15,cpu,
3.4,taiwan_bankruptcy,random_forest,Classical,mean,0.9706744868035191,0.9632550524302907,0.963389656938044,0.9706744868035191,0.9328168044077135,0.2870066165924072,MNAR,15,cpu,
3.4,taiwan_bankruptcy,logistic_regression,Classical,median,0.9626099706744868,0.9575956541255267,0.9540591197089787,0.9626099706744868,0.8991046831955923,0.027106285095214844,MNAR,15,cpu,
3.4,taiwan_bankruptcy,random_forest,Classical,median,0.9714076246334311,0.9652245346645261,0.9649062010032837,0.9714076246334311,0.940607782369146,0.27190327644348145,MNAR,15,cpu,
3.4,taiwan_bankruptcy,logistic_regression,Classical,knn,0.9648093841642229,0.959766589148393,0.956628149574707,0.9648093841642229,0.8961949035812672,0.025002717971801758,MNAR,15,cpu,
3.4,taiwan_bankruptcy,random_forest,Classical,knn,0.968475073313783,0.9616578202711441,0.959674249755941,0.968475073313783,0.9151342975206611,0.3093752861022949,MNAR,15,cpu,
3.4,taiwan_bankruptcy,logistic_regression,Classical,mean,0.9655425219941349,0.9620997076527084,0.9597305370511554,0.9655425219941349,0.8982007575757577,0.024047374725341797,MNAR,20,cpu,
3.4,taiwan_bankruptcy,random_forest,Classical,mean,0.9699413489736071,0.9634411774678351,0.9622902253796124,0.9699413489736071,0.9215306473829201,0.2799525260925293,MNAR,20,cpu,
3.4,taiwan_bankruptcy,logistic_regression,Classical,median,0.9655425219941349,0.9609214851745049,0.9580852345274518,0.9655425219941349,0.899939738292011,0.027458667755126953,MNAR,20,cpu,
3.4,taiwan_bankruptcy,random_forest,Classical,median,0.968475073313783,0.9630337247213677,0.9608598032924889,0.968475073313783,0.9350464876033058,0.26950860023498535,MNAR,20,cpu,
3.4,taiwan_bankruptcy,logistic_regression,Classical,knn,0.9640762463343109,0.9598904388243821,0.9569981833113059,0.9640762463343109,0.8988378099173554,0.02570509910583496,MNAR,20,cpu,
3.4,taiwan_bankruptcy,random_forest,Classical,knn,0.9714076246334311,0.9645360200475213,0.964856484691966,0.9714076246334311,0.9287620523415978,0.3294076919555664,MNAR,20,cpu,
3.4,taiwan_bankruptcy,logistic_regression,Classical,mean,0.9626099706744868,0.9605436753485719,0.9587999708730793,0.9626099706744868,0.8909951790633609,0.023012161254882812,MNAR,30,cpu,
3.4,taiwan_bankruptcy,random_forest,Classical,mean,0.9714076246334311,0.9652245346645261,0.9649062010032837,0.9714076246334311,0.9401601239669422,0.29741883277893066,MNAR,30,cpu,
3.4,taiwan_bankruptcy,logistic_regression,Classical,median,0.9648093841642229,0.9604040319980028,0.9575215035217928,0.9648093841642229,0.8928374655647383,0.023141145706176758,MNAR,30,cpu,
3.4,taiwan_bankruptcy,random_forest,Classical,median,0.968475073313783,0.9592121936207957,0.9581574994635578,0.968475073313783,0.9429149449035812,0.27141857147216797,MNAR,30,cpu,
3.4,taiwan_bankruptcy,logistic_regression,Classical,knn,0.9648093841642229,0.9610053115688562,0.9583873727199979,0.9648093841642229,0.8720041322314049,0.017057418823242188,MNAR,30,cpu,
3.4,taiwan_bankruptcy,random_forest,Classical,knn,0.9699413489736071,0.9627173544089327,0.961988569788852,0.9699413489736071,0.9224603994490357,0.3408346176147461,MNAR,30,cpu,
3.4,taiwan_bankruptcy,logistic_regression,Classical,mean,0.9611436950146628,0.9617620809958144,0.9624122334562702,0.9611436950146628,0.8911415289256198,0.022441625595092773,MNAR,40,cpu,
3.4,taiwan_bankruptcy,random_forest,Classical,mean,0.9699413489736071,0.9647530863622344,0.9631164838332229,0.9699413489736071,0.9428030303030303,0.28150367736816406,MNAR,40,cpu,
3.4,taiwan_bankruptcy,logistic_regression,Classical,median,0.9626099706744868,0.9615191052642793,0.9605256176163053,0.9626099706744868,0.8927772038567494,0.02275681495666504,MNAR,40,cpu,
3.4,taiwan_bankruptcy,random_forest,Classical,median,0.9706744868035191,0.9653080499854694,0.9640552995391705,0.9706744868035191,0.9285382231404959,0.2589757442474365,MNAR,40,cpu,
3.4,taiwan_bankruptcy,logistic_regression,Classical,knn,0.9604105571847508,0.9604105571847508,0.9604105571847508,0.9604105571847508,0.8756284435261708,0.0264129638671875,MNAR,40,cpu,
3.4,taiwan_bankruptcy,random_forest,Classical,knn,0.968475073313783,0.9636589934641444,0.9614792084364833,0.968475073313783,0.9421918044077136,0.3588252067565918,MNAR,40,cpu,
3.4,polish_1year,logistic_regression,Classical,mean,0.9615931721194879,0.9441237591684464,0.9444971287076551,0.9615931721194879,0.6710292022792022,0.01640009880065918,native,0,cpu,
3.4,polish_1year,random_forest,Classical,mean,0.9793741109530584,0.9760384215856475,0.9790527904340355,0.9793741109530584,0.9369863576594346,0.36162495613098145,native,0,cpu,
3.4,polish_1year,logistic_regression,Classical,median,0.9615931721194879,0.9441237591684464,0.9444971287076551,0.9615931721194879,0.6700841003725619,0.016258716583251953,native,0,cpu,
3.4,polish_1year,random_forest,Classical,median,0.9694167852062588,0.9595401650351548,0.970359493619256,0.9694167852062588,0.9359864672364672,0.36075496673583984,native,0,cpu,
3.4,polish_1year,logistic_regression,Classical,knn,0.9608819345661451,0.9437438202363219,0.9380701179853372,0.9608819345661451,0.6714538132807364,0.015291690826416016,native,0,cpu,
3.4,polish_1year,random_forest,Classical,knn,0.9630156472261735,0.946193249569615,0.9643854380696486,0.9630156472261735,0.8241562568485644,0.382871150970459,native,0,cpu,
3.4,polish_1year,logistic_regression,Classical,mean,0.9615931721194879,0.9441237591684464,0.9444971287076551,0.9615931721194879,0.6662352071005917,0.016088485717773438,MCAR,5,cpu,
3.4,polish_1year,random_forest,Classical,mean,0.965149359886202,0.9509876330832011,0.9663682616460707,0.965149359886202,0.9332470414201183,0.3588273525238037,MCAR,5,cpu,
3.4,polish_1year,logistic_regression,Classical,median,0.9615931721194879,0.9441237591684464,0.9444971287076551,0.9615931721194879,0.6672214003944773,0.01578497886657715,MCAR,5,cpu,
3.4,polish_1year,random_forest,Classical,median,0.9630156472261735,0.946193249569615,0.9643854380696486,0.9630156472261735,0.9198238549200088,0.3621361255645752,MCAR,5,cpu,
3.4,polish_1year,logistic_regression,Classical,knn,0.9615931721194879,0.9441237591684464,0.9444971287076551,0.9615931721194879,0.6697690664036817,0.01772141456604004,MCAR,5,cpu,
3.4,polish_1year,random_forest,Classical,knn,0.9623044096728307,0.9445043150100134,0.9637263785606173,0.9623044096728307,0.8625013697129083,0.35819053649902344,MCAR,5,cpu,
3.4,polish_1year,logistic_regression,Classical,mean,0.9615931721194879,0.9441237591684464,0.9444971287076551,0.9615931721194879,0.6639340894148585,0.01758575439453125,MCAR,10,cpu,
3.4,polish_1year,random_forest,Classical,mean,0.965149359886202,0.9509876330832011,0.9663682616460707,0.965149359886202,0.9188376616261231,0.331939697265625,MCAR,10,cpu,
3.4,polish_1year,logistic_regression,Classical,median,0.9615931721194879,0.9441237591684464,0.9444971287076551,0.9615931721194879,0.6659612645189568,0.016438007354736328,MCAR,10,cpu,
3.4,polish_1year,random_forest,Classical,median,0.9623044096728307,0.9457894995004559,0.9515577775321932,0.9623044096728307,0.8868343195266273,0.3563356399536133,MCAR,10,cpu,
3.4,polish_1year,logistic_regression,Classical,knn,0.9615931721194879,0.9441237591684464,0.9444971287076551,0.9615931721194879,0.6631807473153627,0.018524885177612305,MCAR,10,cpu,
3.4,polish_1year,random_forest,Classical,knn,0.9615931721194879,0.9441237591684464,0.9444971287076551,0.9615931721194879,0.8587757506026736,0.3816804885864258,MCAR,10,cpu,
3.4,polish_1year,logistic_regression,Classical,mean,0.9615931721194879,0.9441237591684464,0.9444971287076551,0.9615931721194879,0.6754807692307693,0.016941308975219727,MCAR,15,cpu,
3.4,polish_1year,random_forest,Classical,mean,0.9637268847795164,0.9478351787645894,0.9650454370790493,0.9637268847795164,0.8876287530133683,0.3440570831298828,MCAR,15,cpu,
3.4,polish_1year,logistic_regression,Classical,median,0.9615931721194879,0.9441237591684464,0.9444971287076551,0.9615931721194879,0.6736042625465702,0.016668319702148438,MCAR,15,cpu,
3.4,polish_1year,random_forest,Classical,median,0.9608819345661451,0.9424101382179385,0.9246351427284186,0.9608819345661451,0.8572827635327636,0.3574187755584717,MCAR,15,cpu,
3.4,polish_1year,logistic_regression,Classical,knn,0.9615931721194879,0.9441237591684464,0.9444971287076551,0.9615931721194879,0.6711113850536927,0.01819753646850586,MCAR,15,cpu,
3.4,polish_1year,random_forest,Classical,knn,0.9623044096728307,0.9445043150100134,0.9637263785606173,0.9623044096728307,0.8308336072759148,0.40166258811950684,MCAR,15,cpu,
3.4,polish_1year,logistic_regression,Classical,mean,0.9608819345661451,0.9437438202363219,0.9380701179853372,0.9608819345661451,0.7036009752355905,0.01962590217590332,MCAR,20,cpu,
3.4,polish_1year,random_forest,Classical,mean,0.9623044096728307,0.9445043150100134,0.9637263785606173,0.9623044096728307,0.876938143765067,0.32956671714782715,MCAR,20,cpu,
3.4,polish_1year,logistic_regression,Classical,median,0.9608819345661451,0.9437438202363219,0.9380701179853372,0.9608819345661451,0.7054226934034626,0.017794132232666016,MCAR,20,cpu,
3.4,polish_1year,random_forest,Classical,median,0.9630156472261735,0.946193249569615,0.9643854380696486,0.9630156472261735,0.8481262327416174,0.3589949607849121,MCAR,20,cpu,
3.4,polish_1year,logistic_regression,Classical,knn,0.9608819345661451,0.9437438202363219,0.9380701179853372,0.9608819345661451,0.703368124041201,0.016434192657470703,MCAR,20,cpu,
3.4,polish_1year,random_forest,Classical,knn,0.9615931721194879,0.9427657496051832,0.9246614286668191,0.9615931721194879,0.8040009314047775,0.3939039707183838,MCAR,20,cpu,
3.4,polish_1year,logistic_regression,Classical,mean,0.9608819345661451,0.9437438202363219,0.9380701179853372,0.9608819345661451,0.6851509423624808,0.016447067260742188,MCAR,30,cpu,
3.4,polish_1year,random_forest,Classical,mean,0.9630156472261735,0.946193249569615,0.9643854380696486,0.9630156472261735,0.8333949704142012,0.32742857933044434,MCAR,30,cpu,
3.4,polish_1year,logistic_regression,Classical,median,0.9608819345661451,0.9437438202363219,0.9380701179853372,0.9608819345661451,0.692807637519176,0.014832496643066406,MCAR,30,cpu,
3.4,polish_1year,random_forest,Classical,median,0.9623044096728307,0.9445043150100134,0.9637263785606173,0.9623044096728307,0.8232111549419241,0.3567042350769043,MCAR,30,cpu,
3.4,polish_1year,logistic_regression,Classical,knn,0.9608819345661451,0.9437438202363219,0.9380701179853372,0.9608819345661451,0.6838634122287968,0.016941070556640625,MCAR,30,cpu,
3.4,polish_1year,random_forest,Classical,knn,0.9623044096728307,0.9445043150100134,0.9637263785606173,0.9623044096728307,0.7514039557308789,0.43167877197265625,MCAR,30,cpu,
3.4,polish_1year,logistic_regression,Classical,mean,0.9601706970128022,0.9433644526701712,0.934843639344728,0.9601706970128022,0.6952594236248082,0.019916534423828125,MCAR,40,cpu,
3.4,polish_1year,random_forest,Classical,mean,0.9623044096728307,0.9445043150100134,0.9637263785606173,0.9623044096728307,0.8127396997589306,0.3400251865386963,MCAR,40,cpu,
3.4,polish_1year,logistic_regression,Classical,median,0.9608819345661451,0.9437438202363219,0.9380701179853372,0.9608819345661451,0.7137916392724085,0.018200159072875977,MCAR,40,cpu,
3.4,polish_1year,random_forest,Classical,median,0.9623044096728307,0.9445043150100134,0.9637263785606173,0.9623044096728307,0.7751616261231646,0.3588128089904785,MCAR,40,cpu,
3.4,polish_1year,logistic_regression,Classical,knn,0.9608819345661451,0.9437438202363219,0.9380701179853372,0.9608819345661451,0.7031900613631383,0.022014856338500977,MCAR,40,cpu,
3.4,polish_1year,random_forest,Classical,knn,0.9623044096728307,0.9445043150100134,0.9637263785606173,0.9623044096728307,0.7487056213017752,0.4836859703063965,MCAR,40,cpu,
3.4,polish_1year,logistic_regression,Classical,mean,0.9587482219061166,0.9426072645472889,0.9315911400121927,0.9587482219061166,0.6813979289940827,0.015375852584838867,MAR,5,cpu,
3.4,polish_1year,random_forest,Classical,mean,0.9701280227596017,0.9615598728822967,0.9689338677541944,0.9701280227596017,0.9379040653079115,0.363400936126709,MAR,5,cpu,
3.4,polish_1year,logistic_regression,Classical,median,0.9587482219061166,0.9426072645472889,0.9315911400121927,0.9587482219061166,0.6824526079333771,0.014018058776855469,MAR,5,cpu,
3.4,polish_1year,random_forest,Classical,median,0.965149359886202,0.9509876330832011,0.9663682616460707,0.965149359886202,0.9265491452991453,0.376847505569458,MAR,5,cpu,
3.4,polish_1year,logistic_regression,Classical,knn,0.9594594594594594,0.9429856139947441,0.9328973513127687,0.9594594594594594,0.6781722550953321,0.015259504318237305,MAR,5,cpu,
3.4,polish_1year,random_forest,Classical,knn,0.9644381223328592,0.9494325470269388,0.9657063775991622,0.9644381223328592,0.8843482905982906,0.3831329345703125,MAR,5,cpu,
3.4,polish_1year,logistic_regression,Classical,mean,0.9594594594594594,0.9429856139947441,0.9328973513127687,0.9594594594594594,0.683856563664256,0.017008066177368164,MAR,10,cpu,
3.4,polish_1year,random_forest,Classical,mean,0.9658605974395448,0.9534815099093538,0.962870906822793,0.9658605974395448,0.9239877821608591,0.3484041690826416,MAR,10,cpu,
3.4,polish_1year,logistic_regression,Classical,median,0.9601706970128022,0.9433644526701712,0.934843639344728,0.9601706970128022,0.6883423734385273,0.013941526412963867,MAR,10,cpu,
3.4,polish_1year,random_forest,Classical,median,0.9637268847795164,0.948987128311087,0.9580005340627452,0.9637268847795164,0.8901010848126232,0.3716442584991455,MAR,10,cpu,
3.4,polish_1year,logistic_regression,Classical,knn,0.9601706970128022,0.9433644526701712,0.934843639344728,0.9601706970128022,0.6839182007451239,0.015342235565185547,MAR,10,cpu,
3.4,polish_1year,random_forest,Classical,knn,0.9637268847795164,0.948987128311087,0.9580005340627452,0.9637268847795164,0.8721578457155381,0.38285303115844727,MAR,10,cpu,
3.4,polish_1year,logistic_regression,Classical,mean,0.9594594594594594,0.9429856139947441,0.9328973513127687,0.9594594594594594,0.6936363138286215,0.01712179183959961,MAR,15,cpu,
3.4,polish_1year,random_forest,Classical,mean,0.9630156472261735,0.947409848908016,0.9554187981810176,0.9630156472261735,0.9068663708086786,0.35888028144836426,MAR,15,cpu,
3.4,polish_1year,logistic_regression,Classical,median,0.9594594594594594,0.9429856139947441,0.9328973513127687,0.9594594594594594,0.69982741617357,0.015767812728881836,MAR,15,cpu,
3.4,polish_1year,random_forest,Classical,median,0.9623044096728307,0.9457894995004559,0.9515577775321932,0.9623044096728307,0.8595222441376287,0.3738565444946289,MAR,15,cpu,
3.4,polish_1year,logistic_regression,Classical,knn,0.9594594594594594,0.9429856139947441,0.9328973513127687,0.9594594594594594,0.6942663817663818,0.01650691032409668,MAR,15,cpu,
3.4,polish_1year,random_forest,Classical,knn,0.9608819345661451,0.9424101382179385,0.9246351427284186,0.9608819345661451,0.8483796296296295,0.4037954807281494,MAR,15,cpu,
3.4,polish_1year,logistic_regression,Classical,mean,0.9587482219061166,0.9426072645472889,0.9315911400121927,0.9587482219061166,0.7023202936664474,0.01753377914428711,MAR,20,cpu,
3.4,polish_1year,random_forest,Classical,mean,0.9615931721194879,0.9441237591684464,0.9444971287076551,0.9615931721194879,0.8572759149682225,0.3462533950805664,MAR,20,cpu,
3.4,polish_1year,logistic_regression,Classical,median,0.9580369843527738,0.9422293672469859,0.9306506708786533,0.9580369843527738,0.7023271422309885,0.014856100082397461,MAR,20,cpu,
3.4,polish_1year,random_forest,Classical,median,0.9630156472261735,0.946193249569615,0.9643854380696486,0.9630156472261735,0.8280667872014026,0.36325645446777344,MAR,20,cpu,
3.4,polish_1year,logistic_regression,Classical,knn,0.9587482219061166,0.9426072645472889,0.9315911400121927,0.9587482219061166,0.6981015779092703,0.014107227325439453,MAR,20,cpu,
3.4,polish_1year,random_forest,Classical,knn,0.9623044096728307,0.9445043150100134,0.9637263785606173,0.9623044096728307,0.815985919351304,0.4099917411804199,MAR,20,cpu,
3.4,polish_1year,logistic_regression,Classical,mean,0.9594594594594594,0.9429856139947441,0.9328973513127687,0.9594594594594594,0.7140655818540435,0.012961864471435547,MAR,30,cpu,
3.4,polish_1year,random_forest,Classical,mean,0.9615931721194879,0.9441237591684464,0.9444971287076551,0.9615931721194879,0.8400723208415516,0.36182284355163574,MAR,30,cpu,
3.4,polish_1year,logistic_regression,Classical,median,0.9601706970128022,0.9433644526701712,0.934843639344728,0.9601706970128022,0.7156339031339032,0.014783143997192383,MAR,30,cpu,
3.4,polish_1year,random_forest,Classical,median,0.9615931721194879,0.9441237591684464,0.9444971287076551,0.9615931721194879,0.8071718167872013,0.37354254722595215,MAR,30,cpu,
3.4,polish_1year,logistic_regression,Classical,knn,0.9601706970128022,0.9433644526701712,0.934843639344728,0.9601706970128022,0.7174008327854481,0.01510763168334961,MAR,30,cpu,
3.4,polish_1year,random_forest,Classical,knn,0.9615931721194879,0.9427657496051832,0.9246614286668191,0.9615931721194879,0.7817773394696471,0.42137908935546875,MAR,30,cpu,
3.4,polish_1year,logistic_regression,Classical,mean,0.9587482219061166,0.9437901578071358,0.9354274649621385,0.9587482219061166,0.738631382862152,0.015507221221923828,MAR,40,cpu,
3.4,polish_1year,random_forest,Classical,mean,0.9615931721194879,0.9441237591684464,0.9444971287076551,0.9615931721194879,0.7948033092263861,0.3428220748901367,MAR,40,cpu,
3.4,polish_1year,logistic_regression,Classical,median,0.9594594594594594,0.9441876937809863,0.9368247038011155,0.9594594594594594,0.7367343304843306,0.014398574829101562,MAR,40,cpu,
3.4,polish_1year,random_forest,Classical,median,0.9615931721194879,0.9441237591684464,0.9444971287076551,0.9615931721194879,0.7409667433705895,0.35754990577697754,MAR,40,cpu,
3.4,polish_1year,logistic_regression,Classical,knn,0.9601706970128022,0.9445863243904858,0.9386791302580777,0.9601706970128022,0.7424117904887136,0.01412820816040039,MAR,40,cpu,
3.4,polish_1year,random_forest,Classical,knn,0.9623044096728307,0.9445043150100134,0.9637263785606173,0.9623044096728307,0.7889340894148587,0.44821929931640625,MAR,40,cpu,
3.4,polish_1year,logistic_regression,Classical,mean,0.9623044096728307,0.9445043150100134,0.9637263785606173,0.9623044096728307,0.6808705895244358,0.01707291603088379,MNAR,5,cpu,
3.4,polish_1year,random_forest,Classical,mean,0.9665718349928877,0.9539793264509887,0.9676948684134268,0.9665718349928877,0.9378698224852071,0.3586752414703369,MNAR,5,cpu,
