phase,dataset,model,model_type,preprocessing,accuracy,f1,precision,recall,roc_auc,training_time_seconds,missing_mechanism,missing_rate
4.3,taiwan_bankruptcy,Xgboost,Classical,median,0.9655425219941349,0.9645372146553163,,,0.9430096418732783,,MCAR,10.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,median,0.9736070381231672,0.9711800187770725,,,0.9586088154269972,,MCAR,10.0
4.3,taiwan_bankruptcy,Xgboost,Classical,mice,0.967008797653959,0.9637124860504656,,,0.943784435261708,,MCAR,10.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,mice,0.9743401759530792,0.9708989783214398,,,0.9580061983471074,,MCAR,10.0
4.3,taiwan_bankruptcy,Xgboost,Classical,median,0.967008797653959,0.9668254390106555,,,0.9558195592286503,,MCAR,15.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,median,0.9765395894428153,0.9731777260989286,,,0.956112258953168,,MCAR,15.0
4.3,taiwan_bankruptcy,Xgboost,Classical,mice,0.9736070381231672,0.9687772449869225,,,0.9451274104683196,,MCAR,15.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,mice,0.9758064516129032,0.9711196225751694,,,0.9639807162534435,,MCAR,15.0
4.3,taiwan_bankruptcy,Xgboost,Classical,median,0.968475073313783,0.9662886972484082,,,0.9525826446280993,,MCAR,20.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,median,0.9743401759530792,0.9721791925553949,,,0.9577307162534435,,MCAR,20.0
4.3,taiwan_bankruptcy,Xgboost,Classical,mice,0.9721407624633431,0.9676126770235008,,,0.950103305785124,,MCAR,20.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,mice,0.9758064516129032,0.9699920169632872,,,0.9433539944903581,,MCAR,20.0
4.3,taiwan_bankruptcy,Xgboost,Classical,median,0.966275659824047,0.9646403859272975,,,0.9384297520661158,,MCAR,30.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,median,0.9736070381231672,0.9698249418612946,,,0.9505681818181818,,MCAR,30.0
4.3,taiwan_bankruptcy,Xgboost,Classical,mice,0.9750733137829912,0.9719528559985852,,,0.9465048209366391,,MCAR,30.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,mice,0.9758064516129032,0.9705746062545989,,,0.9441287878787878,,MCAR,30.0
4.3,taiwan_bankruptcy,Xgboost,Classical,median,0.966275659824047,0.9646403859272975,,,0.937362258953168,,MCAR,40.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,median,0.967008797653959,0.9651855958957986,,,0.9497761707988981,,MCAR,40.0
4.3,taiwan_bankruptcy,Xgboost,Classical,mice,0.968475073313783,0.9608986887703438,,,0.9386191460055097,,MCAR,40.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,mice,0.969208211143695,0.9614178050518054,,,0.9370006887052341,,MCAR,40.0
4.3,taiwan_bankruptcy,Xgboost,Classical,median,0.9714076246334311,0.9675731472724617,,,0.9484676308539945,,MAR,5.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,median,0.9765395894428153,0.9722464399883756,,,0.9598140495867769,,MAR,5.0
4.3,taiwan_bankruptcy,Xgboost,Classical,mice,0.9706744868035191,0.9659080810773691,,,0.9533918732782369,,MAR,5.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,mice,0.9699413489736071,0.9653492728379054,,,0.9479855371900826,,MAR,5.0
4.3,taiwan_bankruptcy,Xgboost,Classical,median,0.967008797653959,0.9637124860504656,,,0.9402031680440771,,MAR,10.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,median,0.9706744868035191,0.9664721576236607,,,0.9535468319559228,,MAR,10.0
4.3,taiwan_bankruptcy,Xgboost,Classical,mice,0.968475073313783,0.9648018136622128,,,0.953116391184573,,MAR,10.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,mice,0.9750733137829912,0.970511842487649,,,0.95642217630854,,MAR,10.0
4.3,taiwan_bankruptcy,Xgboost,Classical,median,0.969208211143695,0.9672924762395244,,,0.9399449035812673,,MAR,15.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,median,0.9728739002932552,0.9701635996414939,,,0.9578684573002756,,MAR,15.0
4.3,taiwan_bankruptcy,Xgboost,Classical,mice,0.9706744868035191,0.9664721576236607,,,0.949931129476584,,MAR,15.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,mice,0.9706744868035191,0.9639857490609536,,,0.9569731404958678,,MAR,15.0
4.3,taiwan_bankruptcy,Xgboost,Classical,median,0.9699413489736071,0.9674099112791769,,,0.934349173553719,,MAR,20.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,median,0.9758064516129032,0.9725618938459292,,,0.9532196969696969,,MAR,20.0
4.3,taiwan_bankruptcy,Xgboost,Classical,mice,0.9699413489736071,0.9664389386081564,,,0.9320936639118457,,MAR,20.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,mice,0.9699413489736071,0.9619419377297967,,,0.940788567493113,,MAR,20.0
4.3,taiwan_bankruptcy,Xgboost,Classical,median,0.967741935483871,0.9637036959981692,,,0.940771349862259,,MAR,30.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,median,0.9728739002932552,0.9681918096439677,,,0.9524621212121211,,MAR,30.0
4.3,taiwan_bankruptcy,Xgboost,Classical,mice,0.968475073313783,0.9630337247213677,,,0.9465392561983471,,MAR,30.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,mice,0.9728739002932552,0.9640946297233803,,,0.9449552341597796,,MAR,30.0
4.3,taiwan_bankruptcy,Xgboost,Classical,median,0.9633431085043989,0.9605320775299802,,,0.937620523415978,,MAR,40.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,median,0.9736070381231672,0.9693172729696324,,,0.9502066115702479,,MAR,40.0
4.3,taiwan_bankruptcy,Xgboost,Classical,mice,0.9714076246334311,0.9652245346645261,,,0.9279097796143252,,MAR,40.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,mice,0.9736070381231672,0.9669295471872617,,,0.9452307162534436,,MAR,40.0
4.3,taiwan_bankruptcy,Xgboost,Classical,median,0.9721407624633431,0.9695789087091321,,,0.9443181818181818,,MNAR,5.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,median,0.9743401759530792,0.9708989783214398,,,0.950206611570248,,MNAR,5.0
4.3,taiwan_bankruptcy,Xgboost,Classical,mice,0.967008797653959,0.9619687140903839,,,0.9417699724517906,,MNAR,5.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,mice,0.9721407624633431,0.9681485497424777,,,0.9500172176308541,,MNAR,5.0
4.3,taiwan_bankruptcy,Xgboost,Classical,median,0.9721407624633431,0.9695789087091321,,,0.9384986225895317,,MNAR,10.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,median,0.9706744868035191,0.9659080810773691,,,0.9576790633608816,,MNAR,10.0
4.3,taiwan_bankruptcy,Xgboost,Classical,mice,0.9699413489736071,0.9659102317479724,,,0.9408574380165289,,MNAR,10.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,mice,0.9728739002932552,0.9676189707660989,,,0.946642561983471,,MNAR,10.0
4.3,taiwan_bankruptcy,Xgboost,Classical,median,0.967741935483871,0.9652682282263826,,,0.9479166666666666,,MNAR,15.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,median,0.9721407624633431,0.9700043789227851,,,0.9525654269972452,,MNAR,15.0
4.3,taiwan_bankruptcy,Xgboost,Classical,mice,0.967741935483871,0.9624988891851063,,,0.9300619834710744,,MNAR,15.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,mice,0.9721407624633431,0.9670426474861958,,,0.9491563360881543,,MNAR,15.0
4.3,taiwan_bankruptcy,Xgboost,Classical,median,0.9648093841642229,0.9604040319980028,,,0.9546831955922864,,MNAR,20.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,median,0.9721407624633431,0.9676126770235008,,,0.9560261707988981,,MNAR,20.0
4.3,taiwan_bankruptcy,Xgboost,Classical,mice,0.968475073313783,0.9630337247213677,,,0.9401687327823691,,MNAR,20.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,mice,0.9750733137829912,0.970511842487649,,,0.9507059228650137,,MNAR,20.0
4.3,taiwan_bankruptcy,Xgboost,Classical,median,0.9706744868035191,0.9670033599983358,,,0.9456267217630854,,MNAR,30.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,median,0.969208211143695,0.9668469451251833,,,0.9577479338842976,,MNAR,30.0
4.3,taiwan_bankruptcy,Xgboost,Classical,mice,0.9699413489736071,0.9647530863622344,,,0.9396177685950413,,MNAR,30.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,mice,0.9706744868035191,0.9639857490609536,,,0.9443181818181818,,MNAR,30.0
4.3,taiwan_bankruptcy,Xgboost,Classical,median,0.969208211143695,0.9642034851312377,,,0.9324896694214875,,MNAR,40.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,median,0.9728739002932552,0.9687298315854266,,,0.9569731404958678,,MNAR,40.0
4.3,taiwan_bankruptcy,Xgboost,Classical,mice,0.9721407624633431,0.9676126770235008,,,0.9410984848484849,,MNAR,40.0
4.3,taiwan_bankruptcy,Lightgbm,Classical,mice,0.9721407624633431,0.9664351571763908,,,0.9507920110192838,,MNAR,40.0
4.3,polish_1year,Xgboost,Classical,median,0.9637268847795164,0.948987128311087,,,0.8745342976112207,,MCAR,5.0
4.3,polish_1year,Lightgbm,Classical,median,0.9743954480796586,0.9681625151851813,,,0.9716606399298707,,MCAR,5.0
4.3,polish_1year,Xgboost,Classical,mice,0.9772403982930299,0.9725820002828314,,,0.9717702169625247,,MCAR,5.0
4.3,polish_1year,Lightgbm,Classical,mice,0.9758179231863442,0.9704127255932261,,,0.9817691211921981,,MCAR,5.0
4.3,polish_1year,Xgboost,Classical,median,0.9701280227596017,0.9608517482937693,,,0.9635245452553145,,MCAR,10.0
4.3,polish_1year,Lightgbm,Classical,median,0.9672830725462305,0.9554197803297974,,,0.938732741617357,,MCAR,10.0
4.3,polish_1year,Xgboost,Classical,mice,0.9715504978662873,0.9633903551259968,,,0.9530599386368618,,MCAR,10.0
4.3,polish_1year,Lightgbm,Classical,mice,0.9701280227596017,0.9608517482937693,,,0.9814951786105632,,MCAR,10.0
4.3,polish_1year,Xgboost,Classical,median,0.9701280227596017,0.9608517482937693,,,0.9377465483234715,,MCAR,15.0
4.3,polish_1year,Lightgbm,Classical,median,0.9637268847795164,0.9478351787645894,,,0.9374589086127547,,MCAR,15.0
4.3,polish_1year,Xgboost,Classical,mice,0.9701280227596017,0.9608517482937693,,,0.9637436993206224,,MCAR,15.0
4.3,polish_1year,Lightgbm,Classical,mice,0.9701280227596017,0.9615598728822967,,,0.9686061801446417,,MCAR,15.0
4.3,polish_1year,Xgboost,Classical,median,0.9637268847795164,0.9478351787645894,,,0.9138998465921543,,MCAR,20.0
4.3,polish_1year,Lightgbm,Classical,median,0.9644381223328592,0.9494325470269388,,,0.9116261231645847,,MCAR,20.0
4.3,polish_1year,Xgboost,Classical,mice,0.9672830725462305,0.9562985546451991,,,0.9290488713565637,,MCAR,20.0
4.3,polish_1year,Lightgbm,Classical,mice,0.9665718349928877,0.9539793264509887,,,0.9421296296296297,,MCAR,20.0
4.3,polish_1year,Xgboost,Classical,median,0.965149359886202,0.9520209999169881,,,0.8642340565417489,,MCAR,30.0
4.3,polish_1year,Lightgbm,Classical,median,0.9630156472261735,0.946193249569615,,,0.894244466359851,,MCAR,30.0
4.3,polish_1year,Xgboost,Classical,mice,0.9644381223328592,0.9494325470269388,,,0.9156393819855358,,MCAR,30.0
4.3,polish_1year,Lightgbm,Classical,mice,0.9637268847795164,0.948987128311087,,,0.9133930528161298,,MCAR,30.0
4.3,polish_1year,Xgboost,Classical,median,0.9630156472261735,0.946193249569615,,,0.852536708305939,,MCAR,40.0
4.3,polish_1year,Lightgbm,Classical,median,0.9630156472261735,0.946193249569615,,,0.8863275257506027,,MCAR,40.0
4.3,polish_1year,Xgboost,Classical,mice,0.9615931721194879,0.9441237591684464,,,0.8716715976331362,,MCAR,40.0
4.3,polish_1year,Lightgbm,Classical,mice,0.9630156472261735,0.946193249569615,,,0.8954909051062897,,MCAR,40.0
4.3,polish_1year,Xgboost,Classical,median,0.9758179231863442,0.9704127255932261,,,0.9690855796625027,,MAR,5.0
4.3,polish_1year,Lightgbm,Classical,median,0.9694167852062588,0.9595401650351548,,,0.9605111768573308,,MAR,5.0
4.3,polish_1year,Xgboost,Classical,mice,0.9786628733997155,0.9746766452576333,,,0.9583607275914967,,MAR,5.0
4.3,polish_1year,Lightgbm,Classical,mice,0.9786628733997155,0.9746766452576333,,,0.9848372781065089,,MAR,5.0
4.3,polish_1year,Xgboost,Classical,median,0.972972972972973,0.9658243426295944,,,0.9261998685075606,,MAR,10.0
4.3,polish_1year,Lightgbm,Classical,median,0.9701280227596017,0.9608517482937693,,,0.9600317773394698,,MAR,10.0
4.3,polish_1year,Xgboost,Classical,mice,0.9751066856330014,0.9697802257769952,,,0.9667296734604427,,MAR,10.0
4.3,polish_1year,Lightgbm,Classical,mice,0.972972972972973,0.9658243426295944,,,0.9786324786324786,,MAR,10.0
4.3,polish_1year,Xgboost,Classical,median,0.9672830725462305,0.9562985546451991,,,0.9432527942143325,,MAR,15.0
4.3,polish_1year,Lightgbm,Classical,median,0.9708392603129445,0.9621347204544248,,,0.9584566074950689,,MAR,15.0
4.3,polish_1year,Xgboost,Classical,mice,0.9715504978662873,0.9646250168724237,,,0.9647024983563445,,MAR,15.0
4.3,polish_1year,Lightgbm,Classical,mice,0.972972972972973,0.9658243426295944,,,0.976098509752356,,MAR,15.0
4.3,polish_1year,Xgboost,Classical,median,0.968705547652916,0.9581986174867122,,,0.9176939513477975,,MAR,20.0
4.3,polish_1year,Lightgbm,Classical,median,0.9679943100995733,0.9568256665574351,,,0.9178172255095332,,MAR,20.0
4.3,polish_1year,Xgboost,Classical,mice,0.9672830725462305,0.9562985546451991,,,0.9481426692965155,,MAR,20.0
4.3,polish_1year,Lightgbm,Classical,mice,0.968705547652916,0.9581986174867122,,,0.9544981371904449,,MAR,20.0
4.3,polish_1year,Xgboost,Classical,median,0.9672830725462305,0.9554197803297974,,,0.9124890422967347,,MAR,30.0
4.3,polish_1year,Lightgbm,Classical,median,0.9658605974395448,0.9525025637632736,,,0.9263642340565418,,MAR,30.0
4.3,polish_1year,Xgboost,Classical,mice,0.9672830725462305,0.9562985546451991,,,0.9248712469866316,,MAR,30.0
4.3,polish_1year,Lightgbm,Classical,mice,0.9644381223328592,0.9494325470269388,,,0.9399380889765505,,MAR,30.0
4.3,polish_1year,Xgboost,Classical,median,0.965149359886202,0.9509876330832011,,,0.8625356125356127,,MAR,40.0
4.3,polish_1year,Lightgbm,Classical,median,0.9637268847795164,0.948987128311087,,,0.894134889327197,,MAR,40.0
4.3,polish_1year,Xgboost,Classical,mice,0.9644381223328592,0.9505235039200767,,,0.908503177733947,,MAR,40.0
4.3,polish_1year,Lightgbm,Classical,mice,0.9644381223328592,0.9505235039200767,,,0.9109823580977428,,MAR,40.0
4.3,polish_1year,Xgboost,Classical,median,0.9736842105263158,0.9670048942438207,,,0.9211182336182338,,MNAR,5.0
4.3,polish_1year,Lightgbm,Classical,median,0.9722617354196301,0.9646198521012798,,,0.9472386587771203,,MNAR,5.0
4.3,polish_1year,Xgboost,Classical,mice,0.980796586059744,0.9782794596085831,,,0.965538023230331,,MNAR,5.0
4.3,polish_1year,Lightgbm,Classical,mice,0.9793741109530584,0.9756977776790401,,,0.9749890422967346,,MNAR,5.0
4.3,polish_1year,Xgboost,Classical,median,0.9701280227596017,0.9615598728822967,,,0.9306103440718825,,MNAR,10.0
4.3,polish_1year,Lightgbm,Classical,median,0.9679943100995733,0.9568256665574351,,,0.9443896559281175,,MNAR,10.0
4.3,polish_1year,Xgboost,Classical,mice,0.9736842105263158,0.9670048942438207,,,0.9611686390532544,,MNAR,10.0
4.3,polish_1year,Lightgbm,Classical,mice,0.9751066856330014,0.9692981584643401,,,0.9748109796186719,,MNAR,10.0
4.3,polish_1year,Xgboost,Classical,median,0.968705547652916,0.9589875458315678,,,0.9204881656804733,,MNAR,15.0
4.3,polish_1year,Lightgbm,Classical,median,0.9665718349928877,0.9539793264509887,,,0.9323772737234275,,MNAR,15.0
4.3,polish_1year,Xgboost,Classical,mice,0.9701280227596017,0.9615598728822967,,,0.9598811089195705,,MNAR,15.0
4.3,polish_1year,Lightgbm,Classical,mice,0.9722617354196301,0.9646198521012798,,,0.9629492658338812,,MNAR,15.0
4.3,polish_1year,Xgboost,Classical,median,0.9679943100995733,0.9568256665574351,,,0.9244055445978523,,MNAR,20.0
4.3,polish_1year,Lightgbm,Classical,median,0.9644381223328592,0.9494325470269388,,,0.915735261889108,,MNAR,20.0
4.3,polish_1year,Xgboost,Classical,mice,0.965149359886202,0.9509876330832011,,,0.9317061143984221,,MNAR,20.0
4.3,polish_1year,Lightgbm,Classical,mice,0.9637268847795164,0.948987128311087,,,0.923460442691212,,MNAR,20.0
4.3,polish_1year,Xgboost,Classical,median,0.9637268847795164,0.9478351787645894,,,0.863905325443787,,MNAR,30.0
4.3,polish_1year,Lightgbm,Classical,median,0.9637268847795164,0.9478351787645894,,,0.8807253999561692,,MNAR,30.0
4.3,polish_1year,Xgboost,Classical,mice,0.9701280227596017,0.9608517482937693,,,0.9234604426912119,,MNAR,30.0
4.3,polish_1year,Lightgbm,Classical,mice,0.9658605974395448,0.9525025637632736,,,0.9384451019066403,,MNAR,30.0
4.3,polish_1year,Xgboost,Classical,median,0.9623044096728307,0.9445043150100134,,,0.8066924172693404,,MNAR,40.0
4.3,polish_1year,Lightgbm,Classical,median,0.965149359886202,0.9509876330832011,,,0.8601386149463072,,MNAR,40.0
4.3,polish_1year,Xgboost,Classical,mice,0.9658605974395448,0.9525025637632736,,,0.8598509752355906,,MNAR,40.0
4.3,polish_1year,Lightgbm,Classical,mice,0.9658605974395448,0.9525025637632736,,,0.8883273065965374,,MNAR,40.0
4.3,slovak_manufacture_13,Xgboost,Classical,median,0.9890510948905109,0.9872363222393357,,,0.9937704248366013,,MCAR,5.0
4.3,slovak_manufacture_13,Lightgbm,Classical,median,0.9927007299270073,0.9890644635170184,,,0.9950980392156863,,MCAR,5.0
4.3,slovak_manufacture_13,Xgboost,Classical,mice,0.9939172749391727,0.9936426498751895,,,0.9963235294117647,,MCAR,5.0
4.3,slovak_manufacture_13,Lightgbm,Classical,mice,0.9927007299270073,0.9927007299270073,,,0.9965277777777779,,MCAR,5.0
4.3,slovak_manufacture_13,Xgboost,Classical,median,0.9878345498783455,0.986625450062093,,,0.9938725490196079,,MCAR,10.0
4.3,slovak_manufacture_13,Lightgbm,Classical,median,0.9927007299270073,0.9890644635170184,,,0.9950980392156863,,MCAR,10.0
4.3,slovak_manufacture_13,Xgboost,Classical,mice,0.9951338199513382,0.9946501800248372,,,0.9965277777777778,,MCAR,10.0
4.3,slovak_manufacture_13,Lightgbm,Classical,mice,0.9939172749391727,0.9936426498751895,,,0.9965277777777778,,MCAR,10.0
4.3,slovak_manufacture_13,Xgboost,Classical,median,0.9927007299270073,0.9890644635170184,,,0.9938725490196079,,MCAR,15.0
4.3,slovak_manufacture_13,Lightgbm,Classical,median,0.9927007299270073,0.9890644635170184,,,0.9959150326797386,,MCAR,15.0
4.3,slovak_manufacture_13,Xgboost,Classical,mice,0.9939172749391727,0.9941493611804694,,,0.9979575163398692,,MCAR,15.0
4.3,slovak_manufacture_13,Lightgbm,Classical,mice,0.9963503649635036,0.9961855899251136,,,0.9975490196078433,,MCAR,15.0
4.3,slovak_manufacture_13,Xgboost,Classical,median,0.9927007299270073,0.9890644635170184,,,0.9942810457516339,,MCAR,20.0
4.3,slovak_manufacture_13,Lightgbm,Classical,median,0.9927007299270073,0.9890644635170184,,,0.9983660130718954,,MCAR,20.0
4.3,slovak_manufacture_13,Xgboost,Classical,mice,0.9963503649635036,0.9957454407464453,,,0.99734477124183,,MCAR,20.0
4.3,slovak_manufacture_13,Lightgbm,Classical,mice,0.9951338199513382,0.9946501800248372,,,0.9948937908496732,,MCAR,20.0
4.3,slovak_manufacture_13,Xgboost,Classical,median,0.9927007299270073,0.9890644635170184,,,0.9948937908496732,,MCAR,30.0
4.3,slovak_manufacture_13,Lightgbm,Classical,median,0.9927007299270073,0.9890644635170184,,,0.9961192810457516,,MCAR,30.0
4.3,slovak_manufacture_13,Xgboost,Classical,mice,0.9927007299270073,0.9932176282809932,,,0.9975490196078431,,MCAR,30.0
4.3,slovak_manufacture_13,Lightgbm,Classical,mice,0.9927007299270073,0.9927007299270073,,,0.9967320261437909,,MCAR,30.0
4.3,slovak_manufacture_13,Xgboost,Classical,median,0.9927007299270073,0.9890644635170184,,,0.9914215686274509,,MCAR,40.0
4.3,slovak_manufacture_13,Lightgbm,Classical,median,0.9927007299270073,0.9890644635170184,,,0.9950980392156863,,MCAR,40.0
4.3,slovak_manufacture_13,Xgboost,Classical,mice,0.9927007299270073,0.9927007299270073,,,0.9938725490196079,,MCAR,40.0
4.3,slovak_manufacture_13,Lightgbm,Classical,mice,0.9927007299270073,0.9919752700372558,,,0.9955065359477123,,MCAR,40.0
4.3,slovak_manufacture_13,Xgboost,Classical,median,0.9890510948905109,0.9872363222393357,,,0.9937704248366013,,MAR,5.0
4.3,slovak_manufacture_13,Lightgbm,Classical,median,0.9927007299270073,0.9890644635170184,,,0.9938725490196079,,MAR,5.0
4.3,slovak_manufacture_13,Xgboost,Classical,mice,0.9951338199513382,0.995736114349253,,,0.9983660130718953,,MAR,5.0
4.3,slovak_manufacture_13,Lightgbm,Classical,mice,0.9963503649635036,0.9967119678455726,,,0.9979575163398694,,MAR,5.0
