dataset,missing_mechanism,missing_rate,imputation,model,model_type,accuracy,f1,precision,recall,roc_auc,balanced_accuracy,f1_macro,recall_class1,pr_auc,threshold,training_time_seconds,error
polish_1year,,,mean,Logistic-Regression,Classical,0.7069701280227596,0.7971548243636483,0.9440187813395624,0.7069701280227596,0.7168118562349332,0.6609549638395793,0.48077715990290876,0.6111111111111112,0.13461635316656,0.5109046626020173,0.5338521003723145,
polish_1year,,,mean,Random-Forest,Classical,0.9480796586059744,0.9548233740866325,0.9652202123838882,0.9480796586059744,0.9527586017970634,0.8307719701950471,0.741327210820919,0.7037037037037037,0.724901126765379,0.09999999999999999,0.4648277759552002,
polish_1year,,,mean,Gradient-Boosting,Classical,0.903271692745377,0.9266405064362052,0.9663770594611416,0.903271692745377,0.9778928336620644,0.8874780845934692,0.6780116525780487,0.8703703703703703,0.7952725997826144,0.31466728860391086,11.99840760231018,
polish_1year,,,mean,XGBoost,Classical,0.9295874822190612,0.944124487080463,0.9701069206984781,0.9295874822190612,0.9794817006355467,0.910050953320184,0.7272390582287411,0.8888888888888888,0.8276501547633569,0.008152171969413757,1.0242300033569336,
polish_1year,,,mean,LightGBM,Classical,0.8961593172119487,0.9226342233150622,0.9693096313194839,0.8961593172119487,0.9792488494411571,0.9193376068376069,0.6771740224447688,0.9444444444444444,0.8157892226341972,0.006277098323689856,1.9243652820587158,
polish_1year,,,mean,SVM,Classical,0.615931721194879,0.7296600629479566,0.9482808827052829,0.615931721194879,0.7406722550953321,0.6758437431514355,0.44134094655050626,0.7407407407407407,0.12419067082350312,0.037141055906835016,7.262887001037598,
polish_1year,,,mean,MLP,Classical,0.9559032716927454,0.9399136169662486,0.9244500882178768,0.9559032716927454,0.5853468113083498,0.4970414201183432,0.48872727272727273,0.0,0.05224566895644074,0.29028493939160543,0.8446643352508545,
polish_1year,,,mean,TabPFN,Foundation,0.9921763869132291,0.9922777665718876,0.9924320950032004,0.9921763869132291,0.997000328731098,0.9603742055665132,0.9484141675922497,0.9259259259259259,0.9607847738238658,0.138671875,152.49758076667786,
polish_1year,,,mean,TabICL,Foundation,0.9893314366998578,0.989642287102216,0.9902144219332156,0.9893314366998578,0.9978906421214114,0.9588949156256849,0.9320017410649514,0.9259259259259259,0.9700733638225131,0.06563811749219894,6.811734437942505,
polish_1year,,,mean,CatBoost,Foundation,0.8975817923186344,0.9229668331835514,0.9658953039899043,0.8975817923186344,0.9593606180144642,0.8845195047118124,0.6695069636246107,0.8703703703703703,0.8183782615734981,0.021652580391019326,2.8051598072052,
